Date,Collectivité concernée,Nom du fournisseur,SIRET,Activité principale,Objet de la dépense,Justificatif,Montant,Catégorie,Remarques
20/11/2021,"""Aix-en-Provence
""",VALOUCILS,83132818200033,Soins de beauté,Formule glamour naturelle - comblage à 2 semaines ,image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/UYDLqvl-usPVk9ejFFw54g/FMQx3QFHcHogxDCL0ccoZKR02Y3yYYyYYAJtxtrfL6gBWWkeWMNC5uQveMsDIjugyaja1uUtmbSh2vyaxN3EVx27tTryxSCmuaFo6o4_vqw4x45wpBufZuMSM0n2yG33vK1_KSrlIeCamJw3rslYEw/cj7WMHHtvGTbTOjpesnkcmJfIvRtHC92apnaRWuCM3Q),"€70,00",Beauté et soins,
9/11/2021,"""Aix-en-Provence
""",Havas Voyage,37753329401682,Activités des agences de voyage,Billet d'avion Aller-retour Marseille-Paris,image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/-tKnEsh1IhISyABD2B_v4w/2YyHsk0oJl4lH_-upW8OQbZWd53x2Xq2I4hkLNX8DadMaByE4fd237-bM0BIB0Kn5lIzVD_pWOxSfnu2KlQC28MiyQL_KL8a6Dvo7Ib1uPqVzpU-kOv9mEAiVsZtNST_1UKfBKQ6neBGfmxsbV_IEA/JWfKyfCYsQD4X7x_aMm15oJK5B-dwVTm5nIeLOKGFc4),"€403,56",Transport,
23/10/2021,"""Aix-en-Provence
""",VALOUCILS,83132818200033,Soins de beauté,Formule glamour naturelle - comblage à 2 semaines ,image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/_kTpc3AgUCsWpgHsNtPErg/JHY_HLffvFUTFTe5rY6FJs_5odyzSCyR_Ddm-gXE4bLO5juvjMdWLYHjVw98obAtawbXx67MdxMWiaecyEcJiK2WbnnKUQhfMLKnh_m9TaIYkkYPBGteqV_tpMLS_hQjsY_HvyGcri1XQpleOCsJzA/EujWjDMHVI-caRfnTkP9TEXmmRCEf2la1pD7Oo7UVPA),"€70,00",Beauté et soins,
9/10/2021,"""Aix-en-Provence
""",VALOUCILS,83132818200033,Soins de beauté,Formule glamour naturelle - comblage à 3 semaines 1,image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/GUd5o6iedn0vRGV4-1ttFQ/Fk2cJGEHuiwqo3Mu-wlhvYPhHt9ya85I5KNK610Q-fDH5_eOV7Lev09RDXqp8IIMGgIqwmW8R8RgrI83YN-yEQp-JBI6zelYd2jwFNb_KY7DJkphcyIuWHpKnGmG7EZN80lBrLMmkWdQ2lDq8eGoLA/y-WyLQajNbUEwt0SSucLRxneAiv2wuLY7kG9Skau7_A),"€80,00",Beauté et soins,
,Ambérieu-en-Bugey,AUCUNE NOTE DE FRAIS,,,,,"€0,00",,
24/8/2021,Amiens,SARL MYS,80212549200024,Restauration traditionnelle ,6 repas complets,image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/yxAcGWxVBhzhoSixe1Spug/DNNgFvOrzAOch18ZJm8MKhI1WQEHqYt4EZWJd_jqJuYMxLlFMqSIotoaHIYoqwwSsgJ5uj_Xect7VYY8CUgqDA7RpGpZuRXTwsE6NYPyMG6RUPd4BNrzbHHMbRWydL9jEQE7F-4_p_wYZ2ZnYaRyrQ/2AZbjxNp5vYlC3OsEklDYxaG8vTcbHlV74BDcJsmCnU),"€194,00",Restauration,
22/10/2021,Amiens,SAS WIOTTE,40254969500011,Restauration traditionnelle ,"1 ficelle picrde, 2 entrecôtes, 1  onglet aux échalotes, 1 steak tartare, 1 meli melo rognon/ris, 1 plat du jour, 1 badoit, 1 pression, 1 pichet Bordeaux, 5 cafés",image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/5cp0SV_vOK1CJT0ofMf2PA/QmTAA9ki0cvX336eCfgI9Z04JAbFzqLhILBzOe3rBtEZxYt3SgxTQtlrdMcCo6zQGtWhMddUArg708rxUIfNBRQu11Zqo5J2yCM7-UC8URFlh7-qegiDdC3lxtXo4kV1ytlYWhVw_7iuUxnykzN6uw/hCeKfcJ9oq2YjUAaAZdaRSMLHc6Q3FlXka3g5qjtOQ0),"€144,30",Restauration,
19/11/2021,Amiens,Duca & Friends,,Restauration,Déplacement Luxembourg : déjeuner,"image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/OZ1LVtMlDkRECGN_poQO4w/CBUKSAJMDMuI9CmvV9A2y0El9zFO_nmHAJGvuZziPheAhd-je6kF5cP8UEmqkg9OC7zdKqfiLIKVfIi3W1WsaK7ZqIHlfe2Q38l0dYWUVlXtnhZINUdE9pu3m1PVaQ9OUrcLqz0xtHnjLCp7kbXZ7g/Tt7vMmeOPeHhdNSGmZcaPpqrtcGT6vE5muQ9e5qrK34),image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/etX36rjZxX0YhHotnavNAw/uprXT7lx0H2fFASFIl7WdysMog_c3h-1voaVf1_LazSMmU7RC3Bw-i6QfAJbr-azAr_29t4osocYfix9ErreeCFLdx6jFs23ADAcbSREWJDr6xKPUYbXVoieLDzh-6_ZZDXcq1wDRiBdvEOwk_Yy9Q/dCGlLmmOIgUorySafS10zryaMHhsQmg7GkTlowkwuU4)","€246,10",Restauration,
19/11/2021,Amiens,Urban,,Restauration,"2 eaux gazeuses, 2 espresso, 1 pinte, 1 bière, 2 twisted cat, 8 plats, 1 verre de chardonnay, 1 verre de merlot (déplacement Luxembourg)","image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/oUnDoNpoQd42t80ITGGKeg/kz5f2XyZf29gOQO-cAUGmw7pJS-YbWNJ5_t7_UliA4O95wBI6yrvzYMN38sdFNIw2IpToUdUb5OgkCMY5rOoNlVl9utGzFa2CYjLF_S74OU8GTsT_mhC4l1ptoxSpRVpEByB2RmGXOK7HZ0OwMnOcQ/pBtlGOOgIe77CYbQcbSnoh-NazWutNgzBF3fnBVfJiA),image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/qNiWh-PpzFzvjy7eSwXZPA/YZRPEjKu9zTr-3gA5EfVGPidPkc888l055ImAjEut_oQ86tf5f2aCLGjKBPnEX_2s45llhhA9C9uQLNaIXmBWqv5nn2XDcbGMsnq78RBbaaJb6czaUmhQj4xGnwvuWwbuA0AG9B0Hq07qb_xI6emyw/TKnyPvGn2czNgL3WDf3EMS8JMwQLcGL7iYvKvgjj_1w)","€196,40",Restauration,
20/11/2021,Amiens,Bar La Clauserie,,Restauration,"9 repas complets (déplacement Luxembourg)
","image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/0oUsBCzs7-FR4ar31GrUGQ/tJjE6bCSgVDzNQZLAlS3mX--I3eqlqxESce9Tg2YwvHIh0qpmrEjzWMK0j3rd7FvA4vK8Z2icEKENVNGBjW8fp5bJyfUg3koruMTZsgiRqRw0V9CW4C0mCn77XgLXKCUm2uQd0Ggke0053SRzP5g9A/XNJotB2cZAi5B4FIqQaecERVmu4HoeUj9oglcgPDJ1U),image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/5mP9pI-ZGH5O_lWwoMSZag/keYUZ0qLnXhvQHM1dSOt1TPEdFezv0TJJL4v5LATNUU6hTpiwQufXrGrh_HeULWv6Gs-lQup2E0uI0xLBD7cZpLcW1Iqp3TBioZ6Divh9CcxFgyZf777Y3XzImrLRfqbvCqCqZ4SdjFpTgfr9UyHIA/tXbJGlKgWzHSAH8vPAJDGRHcpU5At13L6LynM0j31qY)","€188,50",Restauration,
5/12/2022,Amiens,SAS WIOTTE,40254969500011,Restauration,"1 pavé grillée, 1 méli melo rognon/ris, 1 ribs proc confit, 1 badoit 1l, 1 badoit 50cl, 3 cafés (déjeuner de travail)",image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/twHAPmzQEZekvzA5ch4W_A/GV4Sri8DhFC6SVbZN4DpLdwpVWP4T8zzqLxTAut5Y8KgIQf9oEehRpdVSF2I8a8H1Fu_woQG9PxmPQ_ADfFuq6Y1hPrYDTfhoKtOgwGg3ApiOJUQGFSuT96YQaZ_KU1IpqYKkLhYCUivseg7_wluHg/Q3wylA4BVzvH9Hq2ol2zTqEkqa6L0nXYwizPUFrz0V8),"€85,30",Restauration,
14/12/2021,Amiens,SAS WIOTTE,40254969500011,Restauration,13 repas complets (repas de fin d'année du cabinet),image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/bZmvNePPtn3jZTS0dtQgZg/S_w8ZiiyUFtWGIqSR_r26DocRqsD4cF5luwFWFeM8QSHmwLcDSyv-YTSSzFiw9RRF_GbjYQuWl1tANeLwQFby1nmSMaFx7FrsKYmDWhOL4nazescWKwMmsJh5gSnUV6lW3TIIkZxe3OCexiBr36a-g/0KxuYK0Edusu6TWcMe1YAdrHlE0WzhRXKZsQTm0WAdA),"€555,40",Restauration,
9/1/2023,Amiens,SAS WIOTTE,40254969500011,Restauration,4 repas complets (déjeuner de travail),image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/iojqecS_7MYJ8kbxZgFa8g/6ZG_kfk9ahGUqX8AKWWKC55nmkLbJtj-81wPzbVmXY0zjTamPum5dbj22FO-y0okggNCI2dsZF3jGlGxAcy_rSQjmDrB16PtC3Kpbkhnxv5RQO_n5PY_54HU8AmqvNeIRRz9xQHF9p_4lj7MCCqbKw/EATqgM0yDp96Pv7AHYvB_w9_01j4GOmK9maqU7piiZM),"€106,30",Restauration,
9/2/2023,Amiens,SAS WIOTTE,40254969500011,Restauration,12 repas complets (déjeuner de travail avec la BNF),image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/-MrRavKS07WmzMGHuJNqPQ/zU2-nIl87XpjKbPSR5qxCgEGXznJmpAR5bC3D05YuAUyd0mtiOg_VnjVoEdh5ZOtewZg8OdGoonKFFJ5YWkEs6ZZFb8RJeE2gvOaCdo0kEHBZKXBhzldjLFBFseqS21igX_4PdJARTiknbk0I7Q07Q/2dmuU8h8c73oLBgXGN9Y7kswCyp7p08XM04HF8LGFG8),"€350,40",Restauration,
23/11/2022,Annecy,INCONUUS,,Transport,"Ticket RATP, trajet de taxi, repas",image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/7J835_V-7bg-_n60B3IxWg/6QFoLG3hlcYlAH0URmmNVwDDuAXtAeRTVWqwm3QaoBps8GKJmtnNiQF6VQFE8Qr1MILYctngX5bUYY5cpYwW5bV6fFaVY2U9zxwd6x1frvJP0tQG5XS1DDeT7cvc9N_er0QAa9p0_Om1TcZSIr7uyw/Sqm5vu7nM6oqmL4wbsgkNpm04xko8NA41Xtn6Z4ubOQ),"€83,00",Transport,
9/9/2021,Baisieux,LIMOUSIN PHILIPPE,,Transport,REMBOURSEMENT FRAIS DE TRANSPORT,image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/bCBUYCsXPybiPdRv2Dcn6A/-VIdn-TDDJMkG3lFgDc4GINdzGWPhbmKZ2h0hEwRdDOtyPaPv5zqkz-5G5RSI-kjlrhFha7QrOrAPP7OHoef5AHGelMHZOQ0fV7J02xtjMbAZ0wLWZLV9CenD896LgiM3nM3lQ_u4nYzY8Iu6MJ7Qw/gQn_bDPe4CxijyF61jyaZe-Wfm_QKeL3rINky6HOsGI),"€304,90",Transport,
8/12/2022,Baisieux,ASSOCIATION DES MAIRES DU NORD,,Activités des organisations patronales et consulaires,FRAIS REPAS CONGRES DES MAIRES,image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/bCBUYCsXPybiPdRv2Dcn6A/-VIdn-TDDJMkG3lFgDc4GINdzGWPhbmKZ2h0hEwRdDOtyPaPv5zqkz-5G5RSI-kjlrhFha7QrOrAPP7OHoef5AHGelMHZOQ0fV7J02xtjMbAZ0wLWZLV9CenD896LgiM3nM3lQ_u4nYzY8Iu6MJ7Qw/gQn_bDPe4CxijyF61jyaZe-Wfm_QKeL3rINky6HOsGI),"€105,00",Restauration,
19/12/2022,Baisieux,LIMOUSIN PHILIPPE,,Transport,REMBOURSEMENT TRANSPORT,image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/bCBUYCsXPybiPdRv2Dcn6A/-VIdn-TDDJMkG3lFgDc4GINdzGWPhbmKZ2h0hEwRdDOtyPaPv5zqkz-5G5RSI-kjlrhFha7QrOrAPP7OHoef5AHGelMHZOQ0fV7J02xtjMbAZ0wLWZLV9CenD896LgiM3nM3lQ_u4nYzY8Iu6MJ7Qw/gQn_bDPe4CxijyF61jyaZe-Wfm_QKeL3rINky6HOsGI),"€102,00",Transport,
20/12/2022,Baisieux,REGIE AVANCES ACM,,aucune information,REGIE AVANCE DU 12/08/2022 AU 14/12/2022,image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/bCBUYCsXPybiPdRv2Dcn6A/-VIdn-TDDJMkG3lFgDc4GINdzGWPhbmKZ2h0hEwRdDOtyPaPv5zqkz-5G5RSI-kjlrhFha7QrOrAPP7OHoef5AHGelMHZOQ0fV7J02xtjMbAZ0wLWZLV9CenD896LgiM3nM3lQ_u4nYzY8Iu6MJ7Qw/gQn_bDPe4CxijyF61jyaZe-Wfm_QKeL3rINky6HOsGI),"€373,80",Inconnu,
12/5/2022,Banyuls-sur-Mer,CONCESSIONS GARE FRANCE PARIS GARE DE LYON,52495923600158,Restauration de type rapide,restauration,Screenshot of madada.fr on 2023-10-29 at 18.11.32.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/ee6UhYKGHUntcySq8b8R6w/SxFfTi2y1DI2WH3d2w2stf0FC18LnD8M2vfBTCV5aIebKbMIQJVT0UZ6PwxacpIO1Dz4t-far42GA1HjhQ0dYZk_uIoXQZnAiGx_Ao2CewZ2PEpJuoIRnSF48_RzHxaiaKt7II5K0EG0AjDs6MX67jFf1WicMm4gUE9Wt-su4tMnuLaL3QQ2rqh2KqOeYQtc/zBvPpzQgoiz-Lla5Xd3H2BOqr88V6nTDfUmdHWFbukY),"€22,90",Restauration,
12/5/2022,Banyuls-sur-Mer,CONSTELLATION HOTEL DU LOUVRE,79133970800012,Restauration,restauration,Screenshot of madada.fr on 2023-10-29 at 18.14.07.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/UQYI_m1gonE1AxsgeV2z1g/fzJHRO6lesw1bfSxlE6OJL1iDbxz93krzHzCxzXjEl9Ytkhz0PY1aKx-MsgJPx0ue6CKty2jaO-hew84f-NjXEwqekkpfr47-siXPVDubaUzs_Vns3I1JZGNZzvs4b8oeGSARmlyrwSMAoROS2OMiTXXfjsByJ1ZepjsxVwl6FNrCn-0no9mBZSlVrCTh9Cz/bItHEMiy-JauBUbSIr0AsvvOovwsbiUtHluoDVyTIYY),"€121,00",Restauration,
11/5/2022,Banyuls-sur-Mer,LE PROCOPE LGE,81880791900027,Restauration traditionnelle ,2 couverts,Screenshot of madada.fr on 2023-10-29 at 18.15.18.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/PUFi6h-DwqUJNf5sqd0j_A/G_jAw8li6jAfgl5sNZyDIsejqElouF8ddGvZytoPUljX-xjLTqka4cr_xTpWOSW13YcoYko4gMY_StG84IiRdvZwxPnTGsiDPSc-jrJh2NRfQl2mpfT34n0gM3VupiF6MNcUU4dCkVv3ZqhJgTH5ru07E0e4HNbaIW2T3KDt70Z1qyFZdGjHY-zuekKOBFTZ/u6C6oK2HfyQ54iSCGuMC-lGwAcPbjvS9duX_kqlDCK4),"€135,00",Restauration,
11/5/2022,Banyuls-sur-Mer,ALIMENTATION SANTE RETAIL,84810278600094,Restauration de type rapide,restauration,Screenshot of madada.fr on 2023-10-29 at 18.17.35.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/MqCm0dmTQFrL_9b5Ilfcnw/aCJulVLVW2nHmB87zaKcS5iTx81ijO6lK4ffqcdAysAPw-3_D3bw4GZeQKyLZ1qdJmsWf6K9rNn6AYHmtlfpMLzKV0A94iA9PyHnF6DJ3rr1-II7N5McyTMXkOkFRoCceuLPV06NDPWeNqsd2YltkRHVeLWGpF1C1Subnko_YzYa5eCKcUAeYt36BCFj2Z0n/PeJ2O6bX-wLJXCwbnhB5VGOeOf_UWXXWC432lQD7ung),"€31,80",Restauration,
11/5/2022,Banyuls-sur-Mer,RATP,77566343801906,Transports urbains et suburbains de voyageurs,1 carnet de 10 tickets,Screenshot of madada.fr on 2023-10-29 at 18.18.48.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/llPrvCiLSan_SsgkPfXdBw/2Zx7dzuTk0c9GhwpDM3DHA9onXm6cutcg8QkDNPQS5_apo70kMTyi0kFRCJWaCjAEB8vOGkSlja-JnzgPtndtri7R6NZuzPojsncIv5UlJdlmroLKQlS2t1XZ0wF6LREC7vclkumwWdr8g2JlMK19kh1sxQu40BUaU7IQKRZwv2vLvv2cGK-IcSf55ZXb_bk/4_8rzbbcZ_DnK1qz4aqh8zA1rgkv1Qzor7PAKXRS3IM),"€16,90",Transport,
12/5/2022,Banyuls-sur-Mer,SOCIETE HOTELIERE PARISIENNE (AGATE HOTEL) (SHP),48276176400026,Restauration,2 petits déjeuner et 2 taxes de séjour,Screenshot of madada.fr on 2023-10-29 at 18.19.45.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/-zLkJ5NPdFz4m53JY5Xmag/7zz3P1oK5GIDcoJdfQ6gCZi-AsDVQ2A8kZbvaQwqLpnTzn15_PpZOaSOZ1fwU8qMjYxX7QoQ_iE69sp5HALoMpwGOVxu_vX1nqtc5rDBpId8vB0PVabk5n8fZgVUWmJPiwIJVxwBj0B9Ey5IxZlWJUlr_GttJUlCbmaEiSZ5Ca9YJMX5M3nmF7HFoOgY6w56/mMID3Znhzm0g8B0PQuxNByUwWEC3i_bxfsDKIDnaFbs),"€29,76",Restauration,
12/5/2022,Banyuls-sur-Mer,SOCIETE HOTELIERE PARISIENNE (AGATE HOTEL) (SHP),48276176400026,Hôtels et hébergement similaire,2 chambres : déplacement Paris (rdv ministère de la culture),Screenshot of madada.fr on 2023-10-29 at 18.21.34.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/gpfs0thP_XFxig6cUXxxhA/la3ou-WrcyAnuZg_r7lpXfVg7G3cSoBdJQhPWuVbkk2y8lX-46oF-IafqfM2yd0z91ExQeL39NEH6tkegxQIEcvQWfXXf2esksgk5acp9vz7CIYrhH9S_yBiFREBxur3KhHGM_SprQui_OpYAB8_mzuX5snKv4BIHLwkYBMyZF8OQ3LLhx2vx7XGkOg2LCYc/OZgkix3pJL4CR_loJIsWdjo9N7O5SxLn74Ys9a-c7b4),"€260,00",Hôtel,
28/4/2022,Banyuls-sur-Mer,SNCF,55204944776279,Transport ferroviaire interurbain de voyageurs,"trajet perpignan-paris AR : rdv ministère de la culture
","Screenshot of madada.fr on 2023-10-29 at 18.23.12.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/oVbwGUmLyCLsYB2O22d3Kg/y5Vo72ziMMupYwP91C15Z2ni_UMDGYz6WB_YBC0vpLHggp0_LLrhXfdNf32p-Nbu-qbDaX2JV3G4HFyPiosq8v4CO1xC5ZS0CYIX_pE-cAO4yyRIR2-BIg-7lho0qz5eBItfVmai4_PBtopCRo3gKkmkEfvDr-SvW0E7saCuj1XRl1CNh0mWg5iBCaaFt7rW/6tz3NmyabkDZDhZWwD4SZhAwP8SxSv5n7JMeATzzU1w),image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/zTheqJpxHpMhIwUhspki9A/LkJKg_z-j8O6dvAF22EQtB8M3ZUeNf_1B-SbMT5KqFYajtUvH7Phgvk-eC4AER68GQ9ChkJqcRqUHnQkjx1f1tjdObCZjtotcoDedAQxAN9K4h8BEi9pkYtzcbe1K-532A0BREo8x-s_HWuahisniA/9aWnsk5tIyGXxQDt_Ij_TE8mcJSmHuOi2bTDG2swdAA)","€458,00",Transport,
5/1/2023,Boulogne-Billancourt,MARIO,53420468000027,Restauration traditionnelle ,"2 repas, 2 consommations",image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/1I-C8XpluqjwFfnQXU4BRw/7oe3o4Y0ISIOeUodpiZhTCaxHe8bZjbH_FWEZU3TqHGvGJ92FfWMf8UkdM0w_D2kOtgtX1TzuIlagER9saT-0xsgNduVXN_JZnKMGzDauUzn9zerQ08Sy90IXZ4ZAoycrEyknbhZVgR56c2dgzC4LQ/sQtuGseF_ZiNByQDP3CtvewtlHFEVjgPRQnHH1FVOcg),"€61,00",Restauration,
7/1/2023,Boulogne-Billancourt,BRASSERIE DU PALACE,38436212500013,Restauration traditionnelle ,"2 plancha, 2 burger, 1 poké végé, 1 tartarre, 2 suprême poulet, 1 café, 2 cafés allongés, 2 cafés gourmands, 1 déca gourmand, 1 crème brulée",image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/aCPbc3nBAc2vrAi5_YM_4g/kIsVGP2rT31wcfEQtOUnhecES8OLQ1RmL5xE1RhrLklr1sItIbJrDsQGG-9kMWkM104M1uPvF5yMXpFEQlf3x1MmSVEPnB2VMPMVEiOxl0g_LpG62mIk_FcvR7HwyRkCbscceNZB0G5IQ6bulf0DOA/LS_qNv16v9ZlELgv2iHVhZ4N9jaz7opIeTBhNxC2adY),"€148,30",Restauration,
14/1/2023,Boulogne-Billancourt,MARIO,53420468000027,Restauration traditionnelle ,"1 chivas, 2 chardonnay, 2 kir royal, 1 kir vin blanc, 3 erquy, 1 queven, 1 andel, 1 viard brut, 2 liquides.20%, 1 sylvie, 2 mael, 1 emma, 1 marie, 1 patrick, 1 dame blanche, 1 décafine",image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/O_ickBrQnQrzaMFCVtX2Pw/Vb9n8l9rSN40CaT-Wx2CodsX5vitLYgrIt2etfuwKt-VEYBauFpGfLBMYz3ySwREMoSDmS-eegei17YzvZvEnd8BroFG1cbbr05UZepGD7-daL3K15HHmKoKVLIexosIY4uXeAvyP7zu1lKJwJu_Fw/Os7gk5jMg4aPn-6ZvitixmJOTPD5jh7cJmBSPD7QeKw),"€258,00",Restauration,
16/1/2023,Boulogne-Billancourt,CAFE RENAUD,51131400700010,Restauration traditionnelle ,3 couverts Timothée,image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/An3CHE2CsU7Xvyloa5wXcA/xU5o2PISHPOeoqOFnqppPe94g6hSH1a75ayfALNBQZ9WNdlUYF1UWJPgYKpRUvN5EZnAe9GDJcqfazAIZjBe79h30hPf7bVk4NzoDFCA_psfuYYjIbBDuMddetM4_85LwrlV_oY1dH_dvbrfdB9lOA/M-iGKGRzl64A76horxLH4TVwsjSiO48T9Yk_CJ3J7_s),"€256,60",Restauration,
16/2/2022,Boulogne-Billancourt,Jean ROBERT (CAFE DE LA POSTE),33812245000012,Restauration traditionnelle ,2 repas complets,image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/WswvMLq7bigapx6ELxWreQ/9ocuDyoHyXwZi-k6KSlwSBVcPu9n7_38plAS7CFWp1WyYJJkn3ITw8h7sf9iX9sZynIfdgRGN01cf9FYaAb0_l0xG_mEU0d7A2NFnfk68HjX6OrtuVFDdy9xEXLkeOLrYccI5-qsLoFc2GXbZxDO9A/kHcJY54SkijJ-RqxWTHVeJ9aE9EJWP1Y7vjDxvbtpa4),"€34,00",Restauration,
3/3/2022,Boulogne-Billancourt,QG961,83049524800015,Restauration traditionnelle ,2 repas,image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/okGpxGvoJ_G1sE_hGcRA3Q/DrfCSUPnCb-xKkBUfKaYDx_0DAJzvCI1l8fh7IM9As2WAxDPY5bOWo3xRYi7SEAQRxH8j6yJPnRz6Uzg2kLSlE0PyrXWFNjZCq1izqk0pbHfmxDJ9j6IyE8kR5-dm7WbxLEqLD0MvO7uUFBnAnBY_w/-vHPUdnu3hjgA-pmlwspn8H2pGBoWH-0EyDt5_h-Rqk),"€39,00",Restauration,
4/3/2022,Boulogne-Billancourt,MY GREEN LIBAN,85058710600012,Restauration traditionnelle ,4 repas complets,image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/8mbxiSKkNkq0JCsyDCsSRg/zav1HEH650Zx00XNRUHt2u6nOYM_dyzj2xIXBQG6Fa63HsNWn-aFeQaP0iO_9aWDdlpCfk6gavHnEf0vQssaoprz86jLcSC32YuKc5hxvExBuDmh_4fsphffUj_guQ6bs-MZ4m717RjJpuIHTAiwdA/pkVCYsioWUTUD-sxqatgGpXVeCSEV8kvotAbsy4gKlE),"€144,70",Restauration,
7/3/2022,Boulogne-Billancourt,BRASSERIE DU PALACE,38436212500013,Restauration traditionnelle ,"1 morteau, 1 burger, 2 gauffres, 2 cafés",image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/YtxeawZ18nbMkZ_6z1BHxw/a35Y0iQRxDXmmn1fdG2nL1YnMjMTc0gJvZzthn4gb5U0dtticZISFdASigwBxGxFZOld-ZRRpsYzNjDZTYjVjQiAvcghKdb7FsfPqGX8eYdyC-mkF_3VKX3mtMG7MbdUR096-9PXEghj23lUZfCfYA/wPEdYTnsb_La3Bcqef2Fs-gSDU4s0zHD4wQT47slii4),"€40,60",Restauration,
8/3/2022,Boulogne-Billancourt,BRASSERIE DU PALACE,38436212500013,Restauration traditionnelle ,,image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/UHghW3rwV0nMqlERcsvnHg/oUDSu4-0xwRQlavtUu2n1JIUCG9GTqdbCFnPWu5nC4xg46dL_eg1mAG43cJpKjLB6yx0kKPeZfurrlu6wCNNLBOrmD1XBj5pS0847LSIBOPVKWqIPKvVvMa1qMs6BbzqX4m5ywgvPGDzIJX4MJ9bnQ/LuDspgRZHYUr2yM5jg9rzzd1iUl-b0JooKrAlBlx1NM),"€56,90",Restauration,
23/3/2022,Boulogne-Billancourt,LES PRINCES,81778151100024,Restauration traditionnelle ,"2 burrata des pouilles, 2 plat du jour, 1 evian 75cl, 1 minuty prestiges, 3 expresso",image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/uVuzr0TrqxZ5P-Xcqrut_w/mWfYidn20J8IvGz8a2FG0mbmB_haHzTYFGRF9yvVdAyips0OhC1xEkBYbu40UEol5iG16T5crEtVHLX16JnNThPBDqKU-Z0d9avdHEV_-i9uU_aOykouFUrdjHBbiV6debRkbQxNJm71VipudBVJOA/bei-GwKoNYTIHh3KkIJ9ejJyoO8NpKYPZrjpeEJ6ono),"€148,00",Restauration,
