Date,Collectivité concernée,Nom du fournisseur,SIRET,Activité principale,Objet de la dépense,Justificatif,Montant,Catégorie,Remarques
8/9/2021,Strasbourg,PATISSERIE ST NICOLAS,,Restauration,FRAIS DE REPAS DE TRAVAIL MME LA MAIRE,"image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/uJt30VOFhJKNrRduxKrgKA/VCidLkM49WvGxer0PGue9MvqY-Yxj5UzECREbx7gaMPU76n8kkhZmi7NFaEmW_YAmZkENVbJVNIt3cm_e5Dg2cJwSGhg-FqtIpo26D1G_Ac00pFaoXFg93xosqk9eRBORk5luH0ab-7cDFcMr9RMVQ/83wKrJnBbbFBs5i3vbZvCgmFYomPfiBU1cs8Pqc3geE),image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/Bzx5QFhwLeEe0xQPcTEqww/Kmf0k5fRiKUkD0TzydEy6HOeOs03s-WcnGrL0ENc2Fj6Vt67xsdt8iHtgZizeVPbHFxFkvrRZ957YOwv4U9q77TImW0pdQ-DSs5c5hBLbMFIwIGvtQ6nwAGSuwufdHlui3_2_TJ9dQ86Eu0Evim_Cg/mGvMDJoZ7TBoH-Qp0bP0Jw-r5ir5HvSP0koe4DZt45E),image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/TKaHZzevfaI0d8z3s2qeCQ/Qo6gv_cRrO5JAa0yNl3Hb_I7NCMIeR6twdW-u3ZNAx1m56jSFQpuwm71WOMiSD-Dyq44VNsOM5MVH2-RW1OvZthVKIaWKr2RqBd__ngwHWeacEb4c94eU6FEBTACUSLxJsOC3gPll8DulQ_95eaZ1A/0ae3Qx9M4vbdYv3szpN8QVsGsrBHEkXqLB93WRPrnzc)","€38,02",Restauration,
7/10/2021,Strasbourg,LE RELAIS AVS,,Restauration,FRAIS DE REPAS DE TRAVAIL MME LA MAIRE,"image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/uJt30VOFhJKNrRduxKrgKA/VCidLkM49WvGxer0PGue9MvqY-Yxj5UzECREbx7gaMPU76n8kkhZmi7NFaEmW_YAmZkENVbJVNIt3cm_e5Dg2cJwSGhg-FqtIpo26D1G_Ac00pFaoXFg93xosqk9eRBORk5luH0ab-7cDFcMr9RMVQ/83wKrJnBbbFBs5i3vbZvCgmFYomPfiBU1cs8Pqc3geE),image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/Bzx5QFhwLeEe0xQPcTEqww/Kmf0k5fRiKUkD0TzydEy6HOeOs03s-WcnGrL0ENc2Fj6Vt67xsdt8iHtgZizeVPbHFxFkvrRZ957YOwv4U9q77TImW0pdQ-DSs5c5hBLbMFIwIGvtQ6nwAGSuwufdHlui3_2_TJ9dQ86Eu0Evim_Cg/mGvMDJoZ7TBoH-Qp0bP0Jw-r5ir5HvSP0koe4DZt45E),image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/TKaHZzevfaI0d8z3s2qeCQ/Qo6gv_cRrO5JAa0yNl3Hb_I7NCMIeR6twdW-u3ZNAx1m56jSFQpuwm71WOMiSD-Dyq44VNsOM5MVH2-RW1OvZthVKIaWKr2RqBd__ngwHWeacEb4c94eU6FEBTACUSLxJsOC3gPll8DulQ_95eaZ1A/0ae3Qx9M4vbdYv3szpN8QVsGsrBHEkXqLB93WRPrnzc)","€42,90",Restauration,
11/10/2021,Strasbourg,WALTZ TRAITEUR CHEZ SOI,,Restauration,FRAIS DE REPAS DE TRAVAIL MME LA MAIRE,"image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/uJt30VOFhJKNrRduxKrgKA/VCidLkM49WvGxer0PGue9MvqY-Yxj5UzECREbx7gaMPU76n8kkhZmi7NFaEmW_YAmZkENVbJVNIt3cm_e5Dg2cJwSGhg-FqtIpo26D1G_Ac00pFaoXFg93xosqk9eRBORk5luH0ab-7cDFcMr9RMVQ/83wKrJnBbbFBs5i3vbZvCgmFYomPfiBU1cs8Pqc3geE),image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/Bzx5QFhwLeEe0xQPcTEqww/Kmf0k5fRiKUkD0TzydEy6HOeOs03s-WcnGrL0ENc2Fj6Vt67xsdt8iHtgZizeVPbHFxFkvrRZ957YOwv4U9q77TImW0pdQ-DSs5c5hBLbMFIwIGvtQ6nwAGSuwufdHlui3_2_TJ9dQ86Eu0Evim_Cg/mGvMDJoZ7TBoH-Qp0bP0Jw-r5ir5HvSP0koe4DZt45E),image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/TKaHZzevfaI0d8z3s2qeCQ/Qo6gv_cRrO5JAa0yNl3Hb_I7NCMIeR6twdW-u3ZNAx1m56jSFQpuwm71WOMiSD-Dyq44VNsOM5MVH2-RW1OvZthVKIaWKr2RqBd__ngwHWeacEb4c94eU6FEBTACUSLxJsOC3gPll8DulQ_95eaZ1A/0ae3Qx9M4vbdYv3szpN8QVsGsrBHEkXqLB93WRPrnzc)","€448,80",Restauration,
2/11/2021,Strasbourg,SOC RESTAUR RECEPTION STRASBOURGEOISE,,Restauration,FRAIS DE REPAS DE TRAVAIL MME LA MAIRE,"image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/uJt30VOFhJKNrRduxKrgKA/VCidLkM49WvGxer0PGue9MvqY-Yxj5UzECREbx7gaMPU76n8kkhZmi7NFaEmW_YAmZkENVbJVNIt3cm_e5Dg2cJwSGhg-FqtIpo26D1G_Ac00pFaoXFg93xosqk9eRBORk5luH0ab-7cDFcMr9RMVQ/83wKrJnBbbFBs5i3vbZvCgmFYomPfiBU1cs8Pqc3geE),image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/Bzx5QFhwLeEe0xQPcTEqww/Kmf0k5fRiKUkD0TzydEy6HOeOs03s-WcnGrL0ENc2Fj6Vt67xsdt8iHtgZizeVPbHFxFkvrRZ957YOwv4U9q77TImW0pdQ-DSs5c5hBLbMFIwIGvtQ6nwAGSuwufdHlui3_2_TJ9dQ86Eu0Evim_Cg/mGvMDJoZ7TBoH-Qp0bP0Jw-r5ir5HvSP0koe4DZt45E),image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/TKaHZzevfaI0d8z3s2qeCQ/Qo6gv_cRrO5JAa0yNl3Hb_I7NCMIeR6twdW-u3ZNAx1m56jSFQpuwm71WOMiSD-Dyq44VNsOM5MVH2-RW1OvZthVKIaWKr2RqBd__ngwHWeacEb4c94eU6FEBTACUSLxJsOC3gPll8DulQ_95eaZ1A/0ae3Qx9M4vbdYv3szpN8QVsGsrBHEkXqLB93WRPrnzc)","€357,80",Restauration,
8/10/2021,Strasbourg,API RESTAURATION,,Restauration,FRAIS DE REPAS DE TRAVAIL MME LA MAIRE,"image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/uJt30VOFhJKNrRduxKrgKA/VCidLkM49WvGxer0PGue9MvqY-Yxj5UzECREbx7gaMPU76n8kkhZmi7NFaEmW_YAmZkENVbJVNIt3cm_e5Dg2cJwSGhg-FqtIpo26D1G_Ac00pFaoXFg93xosqk9eRBORk5luH0ab-7cDFcMr9RMVQ/83wKrJnBbbFBs5i3vbZvCgmFYomPfiBU1cs8Pqc3geE),image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/Bzx5QFhwLeEe0xQPcTEqww/Kmf0k5fRiKUkD0TzydEy6HOeOs03s-WcnGrL0ENc2Fj6Vt67xsdt8iHtgZizeVPbHFxFkvrRZ957YOwv4U9q77TImW0pdQ-DSs5c5hBLbMFIwIGvtQ6nwAGSuwufdHlui3_2_TJ9dQ86Eu0Evim_Cg/mGvMDJoZ7TBoH-Qp0bP0Jw-r5ir5HvSP0koe4DZt45E),image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/TKaHZzevfaI0d8z3s2qeCQ/Qo6gv_cRrO5JAa0yNl3Hb_I7NCMIeR6twdW-u3ZNAx1m56jSFQpuwm71WOMiSD-Dyq44VNsOM5MVH2-RW1OvZthVKIaWKr2RqBd__ngwHWeacEb4c94eU6FEBTACUSLxJsOC3gPll8DulQ_95eaZ1A/0ae3Qx9M4vbdYv3szpN8QVsGsrBHEkXqLB93WRPrnzc)","€47,07",Restauration,
10/11/2021,Strasbourg,PATISSERIE ST NICOLAS,,Restauration,FRAIS DE REPAS DE TRAVAIL MME LA MAIRE,"image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/uJt30VOFhJKNrRduxKrgKA/VCidLkM49WvGxer0PGue9MvqY-Yxj5UzECREbx7gaMPU76n8kkhZmi7NFaEmW_YAmZkENVbJVNIt3cm_e5Dg2cJwSGhg-FqtIpo26D1G_Ac00pFaoXFg93xosqk9eRBORk5luH0ab-7cDFcMr9RMVQ/83wKrJnBbbFBs5i3vbZvCgmFYomPfiBU1cs8Pqc3geE),image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/Bzx5QFhwLeEe0xQPcTEqww/Kmf0k5fRiKUkD0TzydEy6HOeOs03s-WcnGrL0ENc2Fj6Vt67xsdt8iHtgZizeVPbHFxFkvrRZ957YOwv4U9q77TImW0pdQ-DSs5c5hBLbMFIwIGvtQ6nwAGSuwufdHlui3_2_TJ9dQ86Eu0Evim_Cg/mGvMDJoZ7TBoH-Qp0bP0Jw-r5ir5HvSP0koe4DZt45E),image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/TKaHZzevfaI0d8z3s2qeCQ/Qo6gv_cRrO5JAa0yNl3Hb_I7NCMIeR6twdW-u3ZNAx1m56jSFQpuwm71WOMiSD-Dyq44VNsOM5MVH2-RW1OvZthVKIaWKr2RqBd__ngwHWeacEb4c94eU6FEBTACUSLxJsOC3gPll8DulQ_95eaZ1A/0ae3Qx9M4vbdYv3szpN8QVsGsrBHEkXqLB93WRPrnzc)","€13,51",Restauration,
22/11/2021,Strasbourg,ELOVIO GRAND EST,,Restauration,FRAIS DE REPAS DE TRAVAIL MME LA MAIRE,"image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/uJt30VOFhJKNrRduxKrgKA/VCidLkM49WvGxer0PGue9MvqY-Yxj5UzECREbx7gaMPU76n8kkhZmi7NFaEmW_YAmZkENVbJVNIt3cm_e5Dg2cJwSGhg-FqtIpo26D1G_Ac00pFaoXFg93xosqk9eRBORk5luH0ab-7cDFcMr9RMVQ/83wKrJnBbbFBs5i3vbZvCgmFYomPfiBU1cs8Pqc3geE),image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/Bzx5QFhwLeEe0xQPcTEqww/Kmf0k5fRiKUkD0TzydEy6HOeOs03s-WcnGrL0ENc2Fj6Vt67xsdt8iHtgZizeVPbHFxFkvrRZ957YOwv4U9q77TImW0pdQ-DSs5c5hBLbMFIwIGvtQ6nwAGSuwufdHlui3_2_TJ9dQ86Eu0Evim_Cg/mGvMDJoZ7TBoH-Qp0bP0Jw-r5ir5HvSP0koe4DZt45E),image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/TKaHZzevfaI0d8z3s2qeCQ/Qo6gv_cRrO5JAa0yNl3Hb_I7NCMIeR6twdW-u3ZNAx1m56jSFQpuwm71WOMiSD-Dyq44VNsOM5MVH2-RW1OvZthVKIaWKr2RqBd__ngwHWeacEb4c94eU6FEBTACUSLxJsOC3gPll8DulQ_95eaZ1A/0ae3Qx9M4vbdYv3szpN8QVsGsrBHEkXqLB93WRPrnzc)","€14,91",Restauration,
14/10/2021,Strasbourg,PATISSERIE ST NICOLAS,,Restauration,FRAIS DE REPAS DE TRAVAIL MME LA MAIRE,"image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/uJt30VOFhJKNrRduxKrgKA/VCidLkM49WvGxer0PGue9MvqY-Yxj5UzECREbx7gaMPU76n8kkhZmi7NFaEmW_YAmZkENVbJVNIt3cm_e5Dg2cJwSGhg-FqtIpo26D1G_Ac00pFaoXFg93xosqk9eRBORk5luH0ab-7cDFcMr9RMVQ/83wKrJnBbbFBs5i3vbZvCgmFYomPfiBU1cs8Pqc3geE),image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/Bzx5QFhwLeEe0xQPcTEqww/Kmf0k5fRiKUkD0TzydEy6HOeOs03s-WcnGrL0ENc2Fj6Vt67xsdt8iHtgZizeVPbHFxFkvrRZ957YOwv4U9q77TImW0pdQ-DSs5c5hBLbMFIwIGvtQ6nwAGSuwufdHlui3_2_TJ9dQ86Eu0Evim_Cg/mGvMDJoZ7TBoH-Qp0bP0Jw-r5ir5HvSP0koe4DZt45E),image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/TKaHZzevfaI0d8z3s2qeCQ/Qo6gv_cRrO5JAa0yNl3Hb_I7NCMIeR6twdW-u3ZNAx1m56jSFQpuwm71WOMiSD-Dyq44VNsOM5MVH2-RW1OvZthVKIaWKr2RqBd__ngwHWeacEb4c94eU6FEBTACUSLxJsOC3gPll8DulQ_95eaZ1A/0ae3Qx9M4vbdYv3szpN8QVsGsrBHEkXqLB93WRPrnzc)","€15,00",Restauration,
1/12/2021,Strasbourg,TRAITEUR PHILIPPE ROME,,Restauration,FRAIS DE REPAS DE TRAVAIL MME LA MAIRE,"image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/uJt30VOFhJKNrRduxKrgKA/VCidLkM49WvGxer0PGue9MvqY-Yxj5UzECREbx7gaMPU76n8kkhZmi7NFaEmW_YAmZkENVbJVNIt3cm_e5Dg2cJwSGhg-FqtIpo26D1G_Ac00pFaoXFg93xosqk9eRBORk5luH0ab-7cDFcMr9RMVQ/83wKrJnBbbFBs5i3vbZvCgmFYomPfiBU1cs8Pqc3geE),image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/Bzx5QFhwLeEe0xQPcTEqww/Kmf0k5fRiKUkD0TzydEy6HOeOs03s-WcnGrL0ENc2Fj6Vt67xsdt8iHtgZizeVPbHFxFkvrRZ957YOwv4U9q77TImW0pdQ-DSs5c5hBLbMFIwIGvtQ6nwAGSuwufdHlui3_2_TJ9dQ86Eu0Evim_Cg/mGvMDJoZ7TBoH-Qp0bP0Jw-r5ir5HvSP0koe4DZt45E),image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/TKaHZzevfaI0d8z3s2qeCQ/Qo6gv_cRrO5JAa0yNl3Hb_I7NCMIeR6twdW-u3ZNAx1m56jSFQpuwm71WOMiSD-Dyq44VNsOM5MVH2-RW1OvZthVKIaWKr2RqBd__ngwHWeacEb4c94eU6FEBTACUSLxJsOC3gPll8DulQ_95eaZ1A/0ae3Qx9M4vbdYv3szpN8QVsGsrBHEkXqLB93WRPrnzc)","€220,00",Restauration,
2/7/2021,Strasbourg,BLUE FLAMINGO,,Restauration,FRAIS DE REPAS DE TRAVAIL MME LA MAIRE,"image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/uJt30VOFhJKNrRduxKrgKA/VCidLkM49WvGxer0PGue9MvqY-Yxj5UzECREbx7gaMPU76n8kkhZmi7NFaEmW_YAmZkENVbJVNIt3cm_e5Dg2cJwSGhg-FqtIpo26D1G_Ac00pFaoXFg93xosqk9eRBORk5luH0ab-7cDFcMr9RMVQ/83wKrJnBbbFBs5i3vbZvCgmFYomPfiBU1cs8Pqc3geE),image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/Bzx5QFhwLeEe0xQPcTEqww/Kmf0k5fRiKUkD0TzydEy6HOeOs03s-WcnGrL0ENc2Fj6Vt67xsdt8iHtgZizeVPbHFxFkvrRZ957YOwv4U9q77TImW0pdQ-DSs5c5hBLbMFIwIGvtQ6nwAGSuwufdHlui3_2_TJ9dQ86Eu0Evim_Cg/mGvMDJoZ7TBoH-Qp0bP0Jw-r5ir5HvSP0koe4DZt45E),image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/TKaHZzevfaI0d8z3s2qeCQ/Qo6gv_cRrO5JAa0yNl3Hb_I7NCMIeR6twdW-u3ZNAx1m56jSFQpuwm71WOMiSD-Dyq44VNsOM5MVH2-RW1OvZthVKIaWKr2RqBd__ngwHWeacEb4c94eU6FEBTACUSLxJsOC3gPll8DulQ_95eaZ1A/0ae3Qx9M4vbdYv3szpN8QVsGsrBHEkXqLB93WRPrnzc)","€100,50",Restauration,
2/9/2021,Strasbourg,API RESTAURATION,,Restauration,FRAIS DE REPAS DE TRAVAIL MME LA MAIRE,"image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/uJt30VOFhJKNrRduxKrgKA/VCidLkM49WvGxer0PGue9MvqY-Yxj5UzECREbx7gaMPU76n8kkhZmi7NFaEmW_YAmZkENVbJVNIt3cm_e5Dg2cJwSGhg-FqtIpo26D1G_Ac00pFaoXFg93xosqk9eRBORk5luH0ab-7cDFcMr9RMVQ/83wKrJnBbbFBs5i3vbZvCgmFYomPfiBU1cs8Pqc3geE),image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/Bzx5QFhwLeEe0xQPcTEqww/Kmf0k5fRiKUkD0TzydEy6HOeOs03s-WcnGrL0ENc2Fj6Vt67xsdt8iHtgZizeVPbHFxFkvrRZ957YOwv4U9q77TImW0pdQ-DSs5c5hBLbMFIwIGvtQ6nwAGSuwufdHlui3_2_TJ9dQ86Eu0Evim_Cg/mGvMDJoZ7TBoH-Qp0bP0Jw-r5ir5HvSP0koe4DZt45E),image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/TKaHZzevfaI0d8z3s2qeCQ/Qo6gv_cRrO5JAa0yNl3Hb_I7NCMIeR6twdW-u3ZNAx1m56jSFQpuwm71WOMiSD-Dyq44VNsOM5MVH2-RW1OvZthVKIaWKr2RqBd__ngwHWeacEb4c94eU6FEBTACUSLxJsOC3gPll8DulQ_95eaZ1A/0ae3Qx9M4vbdYv3szpN8QVsGsrBHEkXqLB93WRPrnzc)","€25,52",Restauration,
9/11/2021,Strasbourg,SARL LUNA,,Restauration,FRAIS DE REPAS DE TRAVAIL MME LA MAIRE,"image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/uJt30VOFhJKNrRduxKrgKA/VCidLkM49WvGxer0PGue9MvqY-Yxj5UzECREbx7gaMPU76n8kkhZmi7NFaEmW_YAmZkENVbJVNIt3cm_e5Dg2cJwSGhg-FqtIpo26D1G_Ac00pFaoXFg93xosqk9eRBORk5luH0ab-7cDFcMr9RMVQ/83wKrJnBbbFBs5i3vbZvCgmFYomPfiBU1cs8Pqc3geE),image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/Bzx5QFhwLeEe0xQPcTEqww/Kmf0k5fRiKUkD0TzydEy6HOeOs03s-WcnGrL0ENc2Fj6Vt67xsdt8iHtgZizeVPbHFxFkvrRZ957YOwv4U9q77TImW0pdQ-DSs5c5hBLbMFIwIGvtQ6nwAGSuwufdHlui3_2_TJ9dQ86Eu0Evim_Cg/mGvMDJoZ7TBoH-Qp0bP0Jw-r5ir5HvSP0koe4DZt45E),image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/TKaHZzevfaI0d8z3s2qeCQ/Qo6gv_cRrO5JAa0yNl3Hb_I7NCMIeR6twdW-u3ZNAx1m56jSFQpuwm71WOMiSD-Dyq44VNsOM5MVH2-RW1OvZthVKIaWKr2RqBd__ngwHWeacEb4c94eU6FEBTACUSLxJsOC3gPll8DulQ_95eaZ1A/0ae3Qx9M4vbdYv3szpN8QVsGsrBHEkXqLB93WRPrnzc)","€451,00",Restauration,
27/10/2021,Strasbourg,PATISSERIE ST NICOLAS,,Restauration,FRAIS DE REPAS DE TRAVAIL MME LA MAIRE,"image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/uJt30VOFhJKNrRduxKrgKA/VCidLkM49WvGxer0PGue9MvqY-Yxj5UzECREbx7gaMPU76n8kkhZmi7NFaEmW_YAmZkENVbJVNIt3cm_e5Dg2cJwSGhg-FqtIpo26D1G_Ac00pFaoXFg93xosqk9eRBORk5luH0ab-7cDFcMr9RMVQ/83wKrJnBbbFBs5i3vbZvCgmFYomPfiBU1cs8Pqc3geE),image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/Bzx5QFhwLeEe0xQPcTEqww/Kmf0k5fRiKUkD0TzydEy6HOeOs03s-WcnGrL0ENc2Fj6Vt67xsdt8iHtgZizeVPbHFxFkvrRZ957YOwv4U9q77TImW0pdQ-DSs5c5hBLbMFIwIGvtQ6nwAGSuwufdHlui3_2_TJ9dQ86Eu0Evim_Cg/mGvMDJoZ7TBoH-Qp0bP0Jw-r5ir5HvSP0koe4DZt45E),image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/TKaHZzevfaI0d8z3s2qeCQ/Qo6gv_cRrO5JAa0yNl3Hb_I7NCMIeR6twdW-u3ZNAx1m56jSFQpuwm71WOMiSD-Dyq44VNsOM5MVH2-RW1OvZthVKIaWKr2RqBd__ngwHWeacEb4c94eU6FEBTACUSLxJsOC3gPll8DulQ_95eaZ1A/0ae3Qx9M4vbdYv3szpN8QVsGsrBHEkXqLB93WRPrnzc)","€14,01",Restauration,
23/11/2021,Strasbourg,BRASSERIE DES HARAS,,Restauration,FRAIS DE REPAS DE TRAVAIL MME LA MAIRE,"image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/uJt30VOFhJKNrRduxKrgKA/VCidLkM49WvGxer0PGue9MvqY-Yxj5UzECREbx7gaMPU76n8kkhZmi7NFaEmW_YAmZkENVbJVNIt3cm_e5Dg2cJwSGhg-FqtIpo26D1G_Ac00pFaoXFg93xosqk9eRBORk5luH0ab-7cDFcMr9RMVQ/83wKrJnBbbFBs5i3vbZvCgmFYomPfiBU1cs8Pqc3geE),image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/Bzx5QFhwLeEe0xQPcTEqww/Kmf0k5fRiKUkD0TzydEy6HOeOs03s-WcnGrL0ENc2Fj6Vt67xsdt8iHtgZizeVPbHFxFkvrRZ957YOwv4U9q77TImW0pdQ-DSs5c5hBLbMFIwIGvtQ6nwAGSuwufdHlui3_2_TJ9dQ86Eu0Evim_Cg/mGvMDJoZ7TBoH-Qp0bP0Jw-r5ir5HvSP0koe4DZt45E),image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/TKaHZzevfaI0d8z3s2qeCQ/Qo6gv_cRrO5JAa0yNl3Hb_I7NCMIeR6twdW-u3ZNAx1m56jSFQpuwm71WOMiSD-Dyq44VNsOM5MVH2-RW1OvZthVKIaWKr2RqBd__ngwHWeacEb4c94eU6FEBTACUSLxJsOC3gPll8DulQ_95eaZ1A/0ae3Qx9M4vbdYv3szpN8QVsGsrBHEkXqLB93WRPrnzc)","€336,00",Restauration,
4/12/2021,Strasbourg,PATISSERIE ST NICOLAS,,Restauration,FRAIS DE REPAS DE TRAVAIL MME LA MAIRE,"image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/uJt30VOFhJKNrRduxKrgKA/VCidLkM49WvGxer0PGue9MvqY-Yxj5UzECREbx7gaMPU76n8kkhZmi7NFaEmW_YAmZkENVbJVNIt3cm_e5Dg2cJwSGhg-FqtIpo26D1G_Ac00pFaoXFg93xosqk9eRBORk5luH0ab-7cDFcMr9RMVQ/83wKrJnBbbFBs5i3vbZvCgmFYomPfiBU1cs8Pqc3geE),image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/Bzx5QFhwLeEe0xQPcTEqww/Kmf0k5fRiKUkD0TzydEy6HOeOs03s-WcnGrL0ENc2Fj6Vt67xsdt8iHtgZizeVPbHFxFkvrRZ957YOwv4U9q77TImW0pdQ-DSs5c5hBLbMFIwIGvtQ6nwAGSuwufdHlui3_2_TJ9dQ86Eu0Evim_Cg/mGvMDJoZ7TBoH-Qp0bP0Jw-r5ir5HvSP0koe4DZt45E),image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/TKaHZzevfaI0d8z3s2qeCQ/Qo6gv_cRrO5JAa0yNl3Hb_I7NCMIeR6twdW-u3ZNAx1m56jSFQpuwm71WOMiSD-Dyq44VNsOM5MVH2-RW1OvZthVKIaWKr2RqBd__ngwHWeacEb4c94eU6FEBTACUSLxJsOC3gPll8DulQ_95eaZ1A/0ae3Qx9M4vbdYv3szpN8QVsGsrBHEkXqLB93WRPrnzc)","€13,51",Restauration,
1/7/2021,Strasbourg,MATTHIAS,,Restauration,FRAIS DE PETIT DEJEUNER MME LA MAIRE,"image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/uJt30VOFhJKNrRduxKrgKA/VCidLkM49WvGxer0PGue9MvqY-Yxj5UzECREbx7gaMPU76n8kkhZmi7NFaEmW_YAmZkENVbJVNIt3cm_e5Dg2cJwSGhg-FqtIpo26D1G_Ac00pFaoXFg93xosqk9eRBORk5luH0ab-7cDFcMr9RMVQ/83wKrJnBbbFBs5i3vbZvCgmFYomPfiBU1cs8Pqc3geE),image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/Bzx5QFhwLeEe0xQPcTEqww/Kmf0k5fRiKUkD0TzydEy6HOeOs03s-WcnGrL0ENc2Fj6Vt67xsdt8iHtgZizeVPbHFxFkvrRZ957YOwv4U9q77TImW0pdQ-DSs5c5hBLbMFIwIGvtQ6nwAGSuwufdHlui3_2_TJ9dQ86Eu0Evim_Cg/mGvMDJoZ7TBoH-Qp0bP0Jw-r5ir5HvSP0koe4DZt45E),image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/TKaHZzevfaI0d8z3s2qeCQ/Qo6gv_cRrO5JAa0yNl3Hb_I7NCMIeR6twdW-u3ZNAx1m56jSFQpuwm71WOMiSD-Dyq44VNsOM5MVH2-RW1OvZthVKIaWKr2RqBd__ngwHWeacEb4c94eU6FEBTACUSLxJsOC3gPll8DulQ_95eaZ1A/0ae3Qx9M4vbdYv3szpN8QVsGsrBHEkXqLB93WRPrnzc)","€78,00",Restauration,
21/7/2021,Strasbourg,HEILIGENSTEIN,,Restauration,FRAIS DE PETIT DEJEUNER MME LA MAIRE,"image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/uJt30VOFhJKNrRduxKrgKA/VCidLkM49WvGxer0PGue9MvqY-Yxj5UzECREbx7gaMPU76n8kkhZmi7NFaEmW_YAmZkENVbJVNIt3cm_e5Dg2cJwSGhg-FqtIpo26D1G_Ac00pFaoXFg93xosqk9eRBORk5luH0ab-7cDFcMr9RMVQ/83wKrJnBbbFBs5i3vbZvCgmFYomPfiBU1cs8Pqc3geE),image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/Bzx5QFhwLeEe0xQPcTEqww/Kmf0k5fRiKUkD0TzydEy6HOeOs03s-WcnGrL0ENc2Fj6Vt67xsdt8iHtgZizeVPbHFxFkvrRZ957YOwv4U9q77TImW0pdQ-DSs5c5hBLbMFIwIGvtQ6nwAGSuwufdHlui3_2_TJ9dQ86Eu0Evim_Cg/mGvMDJoZ7TBoH-Qp0bP0Jw-r5ir5HvSP0koe4DZt45E),image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/TKaHZzevfaI0d8z3s2qeCQ/Qo6gv_cRrO5JAa0yNl3Hb_I7NCMIeR6twdW-u3ZNAx1m56jSFQpuwm71WOMiSD-Dyq44VNsOM5MVH2-RW1OvZthVKIaWKr2RqBd__ngwHWeacEb4c94eU6FEBTACUSLxJsOC3gPll8DulQ_95eaZ1A/0ae3Qx9M4vbdYv3szpN8QVsGsrBHEkXqLB93WRPrnzc)","€42,10",Restauration,
